"customer_id","recency","frequency","monetary","r_score","f_score","m_score","rfm_score","customer_segment"
15637,5176,"1","223.36",3,5,5,"355","Loyal Customers"
15505,5176,"5","3610.96",3,2,1,"321","Lost Customers"
15604,5176,"1","216.39",3,5,5,"355","Loyal Customers"
16730,5176,"3","743.11",3,3,3,"333","Loyal Customers"
15327,5176,"1","208.75",3,5,5,"355","Loyal Customers"
16249,5176,"5","1800.07",3,2,2,"322","Lost Customers"
13637,5176,"3","809.25",3,3,3,"333","Loyal Customers"
14639,5176,"6","2984.49",3,1,1,"311","Lost Customers"
15678,5176,"1","352.70",3,4,4,"344","Loyal Customers"
16940,5176,"3","3049.88",3,2,1,"321","Lost Customers"
14381,5176,"1","202.68",3,5,5,"355","Loyal Customers"
13032,5176,"2","1010.18",3,4,2,"342","Lost Customers"
12759,5176,"3","1411.44",3,2,2,"322","Lost Customers"
12863,5176,"1","521.20",3,4,3,"343","Loyal Customers"
16734,5176,"3","650.51",3,3,3,"333","Loyal Customers"
12360,5176,"3","2302.06",3,2,1,"321","Lost Customers"
17262,5176,"5","1253.36",3,2,2,"322","Lost Customers"
14015,5176,"1","917.34",3,4,3,"343","Loyal Customers"
13805,5176,"2","924.60",3,4,3,"343","Loyal Customers"
14861,5176,"1","125.79",3,5,5,"355","Loyal Customers"
16848,5176,"1","281.42",3,5,4,"354","Loyal Customers"
17679,5176,"2","1992.11",3,3,2,"332","Lost Customers"
14798,5176,"3","173.74",3,2,5,"325","Lost Customers"
12611,5176,"1","1193.32",3,4,2,"342","Lost Customers"
12475,5177,"1","669.38",3,4,3,"343","Loyal Customers"
17534,5177,"1","223.36",3,5,5,"355","Loyal Customers"
13750,5177,"5","1647.26",3,2,2,"322","Lost Customers"
14830,5177,"1","196.28",3,5,5,"355","Loyal Customers"
17205,5177,"1","384.08",3,4,4,"344","Loyal Customers"
12473,5177,"3","2596.23",3,2,1,"321","Lost Customers"
16412,5177,"1","151.83",3,5,5,"355","Loyal Customers"
17527,5177,"4","939.37",3,2,2,"322","Lost Customers"
14841,5177,"6","3295.76",3,1,1,"311","Lost Customers"
16737,5177,"1","417.60",3,4,4,"344","Loyal Customers"
14443,5177,"4","1420.20",3,2,2,"322","Lost Customers"
17201,5177,"1","342.63",3,4,4,"344","Loyal Customers"
15066,5177,"1","893.59",3,4,3,"343","Loyal Customers"
16363,5177,"1","109.36",3,5,5,"355","Loyal Customers"
13015,5177,"5","3346.28",3,2,1,"321","Lost Customers"
17734,5177,"3","700.63",3,3,3,"333","Loyal Customers"
17785,5177,"1","131.94",3,5,5,"355","Loyal Customers"
16389,5177,"4","1382.07",3,2,2,"322","Lost Customers"
15335,5177,"1","173.97",3,5,5,"355","Loyal Customers"
13923,5177,"1","351.13",3,4,4,"344","Loyal Customers"
17244,5177,"1","954.90",3,4,2,"342","Lost Customers"
17520,5177,"1","546.81",3,4,3,"343","Loyal Customers"
12794,5177,"2","860.41",3,4,3,"343","Loyal Customers"
18042,5177,"1","165.05",3,5,5,"355","Loyal Customers"
17206,5177,"1","204.24",3,5,5,"355","Loyal Customers"
14211,5177,"9","2241.10",3,1,1,"311","Lost Customers"
15598,5177,"1","240.68",3,5,5,"355","Loyal Customers"
15012,5177,"2","423.04",3,3,4,"334","Loyal Customers"
17612,5177,"6","2048.45",3,1,1,"311","Lost Customers"
16932,5177,"1","161.94",3,5,5,"355","Loyal Customers"
12463,5177,"4","1200.78",3,2,2,"322","Lost Customers"
16563,5177,"1","1077.74",3,4,2,"342","Lost Customers"
13875,5177,"5","1786.79",3,2,2,"322","Lost Customers"
13265,5177,"5","2107.66",3,2,1,"321","Lost Customers"
16542,5177,"1","119.62",3,5,5,"355","Loyal Customers"
13878,5178,"1","1281.53",3,4,2,"342","Lost Customers"
12940,5178,"2","913.54",3,4,3,"343","Loyal Customers"
13760,5178,"2","286.79",3,3,4,"334","Loyal Customers"
14780,5178,"2","447.68",3,3,4,"334","Loyal Customers"
16052,5178,"1","362.06",3,4,4,"344","Loyal Customers"
16934,5178,"2","950.93",3,4,2,"342","Lost Customers"
16674,5178,"2","319.61",3,4,4,"344","Loyal Customers"
15440,5178,"3","383.68",3,2,4,"324","Lost Customers"
16206,5178,"4","537.06",3,2,3,"323","Lost Customers"
15545,5178,"2","292.72",3,3,4,"334","Loyal Customers"
13034,5178,"2","642.77",3,3,3,"333","Loyal Customers"
15994,5178,"1","427.07",3,4,4,"344","Loyal Customers"
13006,5180,"1","81.57",3,5,5,"355","Loyal Customers"
12454,5180,"1","3528.34",3,4,1,"341","Lost Customers"
14567,5180,"2","1530.36",3,3,2,"332","Lost Customers"
17180,5180,"4","796.03",3,2,3,"323","Lost Customers"
15826,5180,"3","1654.31",3,2,2,"322","Lost Customers"
13136,5180,"5","2607.61",3,2,1,"321","Lost Customers"
14937,5180,"3","1621.88",3,2,2,"322","Lost Customers"
15620,5180,"3","1553.18",3,2,2,"322","Lost Customers"
16239,5180,"2","414.20",3,3,4,"334","Loyal Customers"
13047,5180,"9","3232.59",3,1,1,"311","Lost Customers"
12744,5180,"4","9120.39",3,2,1,"321","Lost Customers"
16413,5180,"1","262.20",3,5,4,"354","Loyal Customers"
16950,5180,"3","1178.56",3,2,2,"322","Lost Customers"
17986,5180,"1","20.80",3,5,5,"355","Loyal Customers"
14089,5180,"1","161.00",3,5,5,"355","Loyal Customers"
13213,5180,"5","1520.58",3,2,2,"322","Lost Customers"
16081,5180,"5","2806.90",3,2,1,"321","Lost Customers"
17892,5180,"3","244.10",3,2,5,"325","Lost Customers"
16394,5180,"5","1555.34",3,2,2,"322","Lost Customers"
18228,5180,"2","779.90",3,4,3,"343","Loyal Customers"
17771,5180,"2","245.33",3,3,5,"335","Loyal Customers"
15367,5181,"4","1877.59",3,2,2,"322","Lost Customers"
14975,5181,"1","279.94",3,5,4,"354","Loyal Customers"
17509,5181,"8","6115.14",3,1,1,"311","Lost Customers"
16224,5181,"4","1295.30",3,2,2,"322","Lost Customers"
13853,5181,"1","1090.14",3,4,2,"342","Lost Customers"
12446,5181,"1","1002.31",3,4,2,"342","Lost Customers"
18160,5181,"2","638.06",3,3,3,"333","Loyal Customers"
16770,5181,"5","770.10",3,2,3,"323","Lost Customers"
14421,5181,"2","813.11",3,4,3,"343","Loyal Customers"
13827,5181,"3","412.05",3,3,4,"334","Loyal Customers"
16430,5181,"1","300.85",3,5,4,"354","Loyal Customers"
14624,5181,"2","225.85",3,3,5,"335","Loyal Customers"
12876,5181,"2","2053.02",3,3,1,"331","Lost Customers"
14976,5181,"6","774.86",3,1,3,"313","Lost Customers"
16793,5181,"1","243.84",3,5,5,"355","Loyal Customers"
13911,5181,"9","2580.91",3,1,1,"311","Lost Customers"
12613,5181,"4","3092.38",3,2,1,"321","Lost Customers"
14537,5181,"1","355.56",3,4,4,"344","Loyal Customers"
17169,5181,"2","835.78",3,4,3,"343","Loyal Customers"
17181,5181,"2","239.92",3,3,5,"335","Loyal Customers"
12359,5181,"4","6372.58",3,2,1,"321","Lost Customers"
15272,5181,"2","721.94",3,3,3,"333","Loyal Customers"
13930,5181,"2","337.34",3,3,4,"334","Loyal Customers"
17614,5181,"1","390.07",3,4,4,"344","Loyal Customers"
13858,5181,"1","216.17",3,5,5,"355","Loyal Customers"
16121,5181,"2","867.11",3,4,3,"343","Loyal Customers"
16773,5181,"1","171.59",3,5,5,"355","Loyal Customers"
14555,5181,"2","324.14",3,4,4,"344","Loyal Customers"
13487,5181,"3","575.40",3,3,3,"333","Loyal Customers"
12631,5181,"1","480.50",3,4,4,"344","Loyal Customers"
17279,5181,"1","187.83",3,5,5,"355","Loyal Customers"
14541,5182,"8","1461.65",3,1,2,"312","Lost Customers"
17913,5182,"2","411.60",3,4,4,"344","Loyal Customers"
17489,5182,"2","376.64",3,3,4,"334","Loyal Customers"
16652,5182,"7","6773.97",3,1,1,"311","Lost Customers"
14775,5182,"3","1011.90",3,3,2,"332","Lost Customers"
18171,5182,"5","1231.31",3,2,2,"322","Lost Customers"
14642,5182,"1","96.12",3,5,5,"355","Loyal Customers"
18277,5182,"1","110.38",3,5,5,"355","Loyal Customers"
14852,5182,"6","2836.69",3,1,1,"311","Lost Customers"
13464,5182,"1","674.68",3,4,3,"343","Loyal Customers"
13842,5182,"9","3385.62",3,1,1,"311","Lost Customers"
17064,5182,"3","859.35",3,3,3,"333","Loyal Customers"
12633,5182,"4","1929.98",3,2,2,"322","Lost Customers"
14761,5182,"2","255.90",3,3,4,"334","Loyal Customers"
12602,5182,"1","153.12",3,5,5,"355","Loyal Customers"
17190,5182,"2","444.74",3,3,4,"334","Loyal Customers"
16203,5182,"4","592.90",3,2,3,"323","Lost Customers"
12679,5182,"4","951.02",3,2,2,"322","Lost Customers"
15421,5182,"4","950.36",3,2,2,"322","Lost Customers"
12667,5182,"1","460.13",3,4,4,"344","Loyal Customers"
13520,5182,"6","2984.35",3,1,1,"311","Lost Customers"
16753,5182,"1","223.92",3,5,5,"355","Loyal Customers"
15840,5182,"2","355.56",3,3,4,"334","Loyal Customers"
13865,5182,"4","501.56",3,2,3,"323","Lost Customers"
15038,5182,"6","705.49",3,1,3,"313","Lost Customers"
15831,5182,"3","801.76",3,3,3,"333","Loyal Customers"
15281,5182,"9","2332.15",3,1,1,"311","Lost Customers"
13627,5183,"5","1638.47",3,2,2,"322","Lost Customers"
13517,5183,"3","2128.42",3,2,1,"321","Lost Customers"
16171,5183,"1","73.20",3,5,5,"355","Loyal Customers"
16120,5183,"4","1309.14",3,2,2,"322","Lost Customers"
15199,5183,"4","1268.70",3,2,2,"322","Lost Customers"
13919,5183,"2","348.81",3,3,4,"334","Loyal Customers"
12772,5183,"1","752.47",3,4,3,"343","Loyal Customers"
13283,5183,"2","93.66",3,3,5,"335","Loyal Customers"
16861,5183,"2","173.76",3,3,5,"335","Loyal Customers"
16086,5183,"5","1121.39",3,2,2,"322","Lost Customers"
17620,5183,"1","81.44",3,5,5,"355","Loyal Customers"
12371,5183,"1","1527.96",3,4,2,"342","Lost Customers"
16136,5183,"3","709.38",3,3,3,"333","Loyal Customers"
12536,5183,"1","4279.71",3,4,1,"341","Lost Customers"
13690,5183,"1","172.25",3,5,5,"355","Loyal Customers"
12836,5183,"4","2612.86",3,2,1,"321","Lost Customers"
14857,5183,"2","1173.12",3,4,2,"342","Lost Customers"
13109,5183,"2","786.54",3,4,3,"343","Loyal Customers"
12530,5183,"4","1500.28",3,2,2,"322","Lost Customers"
14175,5183,"3","3222.30",3,2,1,"321","Lost Customers"
12824,5183,"1","397.12",3,4,4,"344","Loyal Customers"
13208,5183,"5","1199.42",3,2,2,"322","Lost Customers"
14952,5183,"11","8099.49",3,1,1,"311","Lost Customers"
17863,5183,"6","3160.00",3,1,1,"311","Lost Customers"
13373,5184,"3","3312.25",3,2,1,"321","Lost Customers"
17589,5184,"4","2402.92",3,2,1,"321","Lost Customers"
15211,5184,"2","894.41",3,4,3,"343","Loyal Customers"
15128,5184,"4","1471.00",3,2,2,"322","Lost Customers"
17214,5184,"6","1069.12",3,1,2,"312","Lost Customers"
14128,5184,"2","637.50",3,3,3,"333","Loyal Customers"
17648,5184,"4","1797.50",3,2,2,"322","Lost Customers"
13473,5184,"2","422.64",3,3,4,"334","Loyal Customers"
13352,5184,"1","347.98",3,4,4,"344","Loyal Customers"
17025,5184,"3","357.77",3,2,4,"324","Lost Customers"
18126,5184,"1","204.49",3,5,5,"355","Loyal Customers"
15304,5184,"8","694.40",3,1,3,"313","Lost Customers"
17552,5184,"4","930.41",3,2,2,"322","Lost Customers"
13224,5184,"2","2152.95",3,3,1,"331","Lost Customers"
16395,5184,"5","1486.90",3,2,2,"322","Lost Customers"
14027,5184,"1","104.82",3,5,5,"355","Loyal Customers"
15193,5184,"1","499.32",3,4,3,"343","Loyal Customers"
16179,5184,"1","215.83",3,5,5,"355","Loyal Customers"
14201,5184,"7","747.44",3,1,3,"313","Lost Customers"
14535,5184,"3","2864.19",3,2,1,"321","Lost Customers"
13980,5184,"1","200.14",3,5,5,"355","Loyal Customers"
12607,5184,"1","1579.51",3,4,2,"342","Lost Customers"
18169,5184,"1","202.65",3,5,5,"355","Loyal Customers"
17462,5184,"2","675.69",3,3,3,"333","Loyal Customers"
14529,5184,"3","620.04",3,3,3,"333","Loyal Customers"
16982,5184,"1","384.06",3,4,4,"344","Loyal Customers"
13666,5184,"3","84.65",3,2,5,"325","Lost Customers"
14451,5184,"2","662.59",3,3,3,"333","Loyal Customers"
16385,5184,"3","555.89",3,3,3,"333","Loyal Customers"
14665,5184,"5","1835.70",3,2,2,"322","Lost Customers"
16776,5184,"1","388.28",3,4,4,"344","Loyal Customers"
15553,5184,"1","437.23",3,4,4,"344","Loyal Customers"
15886,5184,"1","181.09",3,5,5,"355","Loyal Customers"
17284,5184,"6","1652.58",3,1,2,"312","Lost Customers"
16685,5185,"2","324.24",3,4,4,"344","Loyal Customers"
15756,5185,"4","532.96",3,2,3,"323","Lost Customers"
13260,5185,"1","557.62",3,4,3,"343","Loyal Customers"
16104,5185,"1","302.36",3,5,4,"354","Loyal Customers"
16595,5185,"1","360.16",3,4,4,"344","Loyal Customers"
15606,5185,"9","2920.16",3,1,1,"311","Lost Customers"
14801,5185,"1","193.14",3,5,5,"355","Loyal Customers"
13193,5185,"1","117.88",3,5,5,"355","Loyal Customers"
14514,5185,"3","1055.35",3,2,2,"322","Lost Customers"
16518,5185,"2","484.32",3,4,4,"344","Loyal Customers"
16380,5185,"1","1780.59",3,4,2,"342","Lost Customers"
16248,5185,"1","152.94",3,5,5,"355","Loyal Customers"
13259,5185,"1","292.32",3,5,4,"354","Loyal Customers"
16921,5185,"1","169.79",3,5,5,"355","Loyal Customers"
18088,5185,"1","167.67",3,5,5,"355","Loyal Customers"
13276,5187,"2","590.93",3,3,3,"333","Loyal Customers"
12885,5187,"3","1175.22",3,2,2,"322","Lost Customers"
15874,5187,"7","4405.88",3,1,1,"311","Lost Customers"
13359,5187,"1","389.56",3,4,4,"344","Loyal Customers"
13587,5187,"1","712.40",3,4,3,"343","Loyal Customers"
13169,5187,"2","712.88",3,3,3,"333","Loyal Customers"
13876,5187,"1","122.70",3,5,5,"355","Loyal Customers"
12420,5187,"1","600.39",3,4,3,"343","Loyal Customers"
13763,5187,"1","1714.96",3,4,2,"342","Lost Customers"
13419,5187,"1","221.06",3,5,5,"355","Loyal Customers"
14844,5187,"4","3189.81",3,2,1,"321","Lost Customers"
14792,5187,"1","6.20",3,5,5,"355","Loyal Customers"
14067,5187,"2","374.70",3,3,4,"334","Loyal Customers"
12740,5187,"1","427.60",3,4,4,"344","Loyal Customers"
15815,5187,"5","2100.60",3,2,1,"321","Lost Customers"
17030,5187,"1","146.87",3,5,5,"355","Loyal Customers"
12519,5187,"1","286.84",3,5,4,"354","Loyal Customers"
16455,5187,"7","1841.18",3,1,2,"312","Lost Customers"
15706,5187,"4","1060.56",3,2,2,"322","Lost Customers"
12492,5187,"2","227.21",3,3,5,"335","Loyal Customers"
16477,5187,"7","2494.46",3,1,1,"311","Lost Customers"
12781,5187,"2","786.74",3,4,3,"343","Loyal Customers"
12394,5187,"2","1080.48",3,4,2,"342","Lost Customers"
16354,5187,"2","395.80",3,3,4,"334","Loyal Customers"
13806,5187,"1","256.38",3,5,4,"354","Loyal Customers"
13689,5187,"1","910.00",3,4,3,"343","Loyal Customers"
14029,5187,"2","467.66",3,4,4,"344","Loyal Customers"
18136,5187,"3","784.33",3,3,3,"333","Loyal Customers"
15937,5188,"1","145.35",3,5,5,"355","Loyal Customers"
14317,5188,"1","508.58",3,4,3,"343","Loyal Customers"
12923,5188,"1","175.72",3,5,5,"355","Loyal Customers"
14257,5188,"5","3099.72",3,2,1,"321","Lost Customers"
16895,5188,"1","219.14",3,5,5,"355","Loyal Customers"
15306,5188,"3","1174.35",3,2,2,"322","Lost Customers"
14538,5188,"2","388.25",3,4,4,"344","Loyal Customers"
13422,5188,"1","2626.30",3,4,1,"341","Lost Customers"
17921,5188,"4","826.52",3,2,3,"323","Lost Customers"
14959,5188,"4","695.42",3,2,3,"323","Lost Customers"
13591,5188,"3","1117.13",3,2,2,"322","Lost Customers"
15518,5188,"8","1942.45",3,1,2,"312","Lost Customers"
13845,5188,"1","312.98",3,4,4,"344","Loyal Customers"
13023,5188,"2","599.90",3,3,3,"333","Loyal Customers"
12939,5188,"8","11581.80",3,1,1,"311","Lost Customers"
13348,5188,"1","233.76",3,5,5,"355","Loyal Customers"
13504,5188,"1","295.93",3,5,4,"354","Loyal Customers"
15300,5188,"1","496.44",3,4,3,"343","Loyal Customers"
13602,5188,"1","428.89",3,4,4,"344","Loyal Customers"
15837,5188,"1","391.98",3,4,4,"344","Loyal Customers"
13771,5188,"4","2634.45",3,2,1,"321","Lost Customers"
16316,5188,"8","2938.91",3,1,1,"311","Lost Customers"
15416,5188,"4","3984.32",3,2,1,"321","Lost Customers"
16432,5188,"1","287.40",3,5,4,"354","Loyal Customers"
16454,5188,"1","5.90",3,5,5,"355","Loyal Customers"
14518,5188,"1","174.37",3,5,5,"355","Loyal Customers"
13177,5188,"1","282.45",3,5,4,"354","Loyal Customers"
15264,5188,"1","393.74",3,4,4,"344","Loyal Customers"
15766,5188,"1","315.06",3,4,4,"344","Loyal Customers"
15315,5188,"2","570.50",3,3,3,"333","Loyal Customers"
14819,5188,"2","272.07",3,3,4,"334","Loyal Customers"
16184,5188,"6","1158.79",3,1,2,"312","Lost Customers"
13049,5188,"2","656.68",3,3,3,"333","Loyal Customers"
15757,5189,"2","714.42",3,3,3,"333","Loyal Customers"
17382,5189,"1","65.40",3,5,5,"355","Loyal Customers"
16106,5189,"1","108.38",3,5,5,"355","Loyal Customers"
16758,5189,"1","369.34",3,4,4,"344","Loyal Customers"
15730,5189,"3","1120.88",3,2,2,"322","Lost Customers"
18033,5189,"1","97.97",3,5,5,"355","Loyal Customers"
15762,5189,"2","583.75",3,3,3,"333","Loyal Customers"
15048,5189,"4","384.05",3,2,4,"324","Lost Customers"
16040,5189,"3","1313.55",3,2,2,"322","Lost Customers"
13483,5189,"1","140.34",3,5,5,"355","Loyal Customers"
14389,5189,"2","1043.46",3,4,2,"342","Lost Customers"
17647,5189,"1","133.06",3,5,5,"355","Loyal Customers"
12789,5189,"1","76.85",3,5,5,"355","Loyal Customers"
15127,5189,"1","406.53",3,4,4,"344","Loyal Customers"
14054,5189,"1","92.46",3,5,5,"355","Loyal Customers"
16160,5189,"2","1025.44",3,4,2,"342","Lost Customers"
13989,5189,"2","1266.08",3,3,2,"332","Lost Customers"
16803,5189,"1","332.30",3,4,4,"344","Loyal Customers"
17483,5189,"3","414.04",3,3,4,"334","Loyal Customers"
15244,5189,"2","631.57",3,3,3,"333","Loyal Customers"
16059,5189,"6","1459.86",3,1,2,"312","Lost Customers"
17222,5189,"1","354.15",3,4,4,"344","Loyal Customers"
14396,5189,"2","487.99",3,3,3,"333","Loyal Customers"
16140,5189,"2","725.18",3,3,3,"333","Loyal Customers"
13947,5189,"1","90.60",3,5,5,"355","Loyal Customers"
12843,5189,"8","1702.26",3,1,2,"312","Lost Customers"
14462,5190,"11","1999.02",3,1,2,"312","Lost Customers"
16882,5190,"3","705.12",3,3,3,"333","Loyal Customers"
15181,5190,"3","689.48",3,3,3,"333","Loyal Customers"
12413,5190,"3","686.10",3,3,3,"333","Loyal Customers"
15339,5190,"2","574.07",3,3,3,"333","Loyal Customers"
15739,5190,"1","449.12",3,4,4,"344","Loyal Customers"
14184,5190,"1","452.89",3,4,4,"344","Loyal Customers"
16556,5190,"7","3313.79",3,1,1,"311","Lost Customers"
17667,5190,"5","2055.51",3,2,1,"321","Lost Customers"
15241,5190,"8","1756.44",3,1,2,"312","Lost Customers"
13552,5190,"12","3740.07",3,1,1,"311","Lost Customers"
13792,5190,"2","195.55",3,3,5,"335","Loyal Customers"
13351,5190,"1","323.94",3,4,4,"344","Loyal Customers"
13801,5190,"1","324.80",3,4,4,"344","Loyal Customers"
13317,5190,"6","2273.68",3,1,1,"311","Lost Customers"
16374,5190,"2","465.08",3,4,4,"344","Loyal Customers"
16881,5190,"1","432.00",3,4,4,"344","Loyal Customers"
15255,5190,"1","890.85",3,4,3,"343","Loyal Customers"
12457,5190,"6","2043.23",3,1,2,"312","Lost Customers"
17957,5190,"1","110.72",3,5,5,"355","Loyal Customers"
16253,5190,"2","3683.86",3,3,1,"331","Lost Customers"
15228,5190,"4","3386.71",3,2,1,"321","Lost Customers"
12512,5190,"2","138.03",3,3,5,"335","Loyal Customers"
15276,5190,"1","135.31",3,5,5,"355","Loyal Customers"
15091,5191,"1","480.71",3,4,4,"344","Loyal Customers"
14644,5191,"2","830.76",3,4,3,"343","Loyal Customers"
16183,5191,"1","338.71",3,4,4,"344","Loyal Customers"
12886,5191,"2","1378.40",3,3,2,"332","Lost Customers"
14651,5191,"2","654.60",3,3,3,"333","Loyal Customers"
16875,5191,"5","2095.53",3,2,1,"321","Lost Customers"
13431,5191,"2","1269.10",3,3,2,"332","Lost Customers"
15299,5191,"6","3907.01",3,1,1,"311","Lost Customers"
15930,5191,"1","426.63",3,4,4,"344","Loyal Customers"
18116,5191,"8","1414.43",3,1,2,"312","Lost Customers"
16441,5191,"2","381.20",3,3,4,"334","Loyal Customers"
14193,5191,"2","853.39",3,4,3,"343","Loyal Customers"
16774,5191,"4","661.52",3,2,3,"323","Lost Customers"
14488,5191,"1","1064.28",3,4,2,"342","Lost Customers"
13635,5191,"1","1071.03",3,4,2,"342","Lost Customers"
14333,5191,"1","415.20",3,4,4,"344","Loyal Customers"
12637,5191,"8","5823.90",3,1,1,"311","Lost Customers"
13344,5191,"3","2543.72",3,2,1,"321","Lost Customers"
16667,5192,"2","570.13",3,3,3,"333","Loyal Customers"
14970,5192,"4","1592.06",3,2,2,"322","Lost Customers"
16591,5192,"1","213.50",3,5,5,"355","Loyal Customers"
15164,5192,"3","843.05",3,3,3,"333","Loyal Customers"
16693,5192,"2","482.01",3,4,4,"344","Loyal Customers"
15579,5192,"2","348.60",3,3,4,"334","Loyal Customers"
15774,5192,"1","270.80",3,5,4,"354","Loyal Customers"
14164,5194,"2","1631.77",3,3,2,"332","Lost Customers"
15593,5194,"1","199.80",3,5,5,"355","Loyal Customers"
13972,5194,"2","190.25",3,3,5,"335","Loyal Customers"
12694,5194,"2","761.67",3,4,3,"343","Loyal Customers"
16101,5194,"1","1290.70",3,4,2,"342","Lost Customers"
13347,5194,"1","291.36",3,5,4,"354","Loyal Customers"
12842,5194,"2","1118.99",3,4,2,"342","Lost Customers"
17376,5194,"2","203.20",3,3,5,"335","Loyal Customers"
13764,5194,"3","1518.76",3,2,2,"322","Lost Customers"
14916,5194,"4","1268.98",3,2,2,"322","Lost Customers"
15185,5194,"1","310.62",3,4,4,"344","Loyal Customers"
18053,5194,"1","300.02",3,5,4,"354","Loyal Customers"
18008,5194,"9","2116.19",3,1,1,"311","Lost Customers"
15321,5194,"3","2748.31",3,2,1,"321","Lost Customers"
13092,5194,"5","477.83",3,2,4,"324","Lost Customers"
16404,5194,"1","443.05",3,4,4,"344","Loyal Customers"
13095,5194,"1","74.40",3,5,5,"355","Loyal Customers"
15834,5194,"4","2231.25",3,2,1,"321","Lost Customers"
16613,5194,"1","618.59",3,4,3,"343","Loyal Customers"
12822,5194,"2","948.88",3,4,2,"342","Lost Customers"
17724,5195,"3","1033.00",3,3,2,"332","Lost Customers"
14681,5195,"3","498.95",3,3,3,"333","Loyal Customers"
14475,5195,"3","925.85",3,3,2,"332","Lost Customers"
13741,5195,"3","668.43",3,3,3,"333","Loyal Customers"
16574,5195,"1","451.44",3,4,4,"344","Loyal Customers"
13364,5195,"1","134.96",3,5,5,"355","Loyal Customers"
12458,5195,"2","787.40",3,4,3,"343","Loyal Customers"
17427,5195,"1","100.80",3,5,5,"355","Loyal Customers"
12372,5195,"3","1196.04",3,2,2,"322","Lost Customers"
14409,5195,"6","2059.45",3,1,1,"311","Lost Customers"
18204,5195,"3","1993.70",3,2,2,"322","Lost Customers"
15030,5195,"2","518.28",3,3,3,"333","Loyal Customers"
12728,5195,"4","728.33",3,2,3,"323","Lost Customers"
15175,5195,"1","224.14",3,5,5,"355","Loyal Customers"
17819,5195,"7","3704.87",3,1,1,"311","Lost Customers"
17894,5195,"8","1119.39",3,1,2,"312","Lost Customers"
16589,5195,"3","459.24",3,3,4,"334","Loyal Customers"
16650,5195,"1","518.42",3,4,3,"343","Loyal Customers"
13503,5195,"1","216.85",3,5,5,"355","Loyal Customers"
12718,5195,"1","202.25",3,5,5,"355","Loyal Customers"
18192,5195,"1","957.97",3,4,2,"342","Lost Customers"
15062,5195,"4","987.86",3,2,2,"322","Lost Customers"
16233,5195,"3","536.68",4,3,3,"433","Loyal Customers"
13886,5195,"1","243.56",4,5,5,"455","Champions"
17905,5195,"4","800.24",4,2,3,"423","Potential Loyalist"
16268,5195,"2","617.65",4,3,3,"433","Loyal Customers"
18235,5195,"3","1796.48",4,2,2,"422","Potential Loyalist"
13354,5195,"1","743.53",4,4,3,"443","Loyal Customers"
14305,5195,"3","1858.96",4,2,2,"422","Potential Loyalist"
12703,5195,"1","265.55",4,5,4,"454","Champions"
17572,5195,"4","226.75",4,2,5,"425","Potential Loyalist"
12393,5196,"4","1582.60",4,2,2,"422","Potential Loyalist"
14978,5196,"5","1931.42",4,2,2,"422","Potential Loyalist"
16321,5196,"5","373.65",4,2,4,"424","Potential Loyalist"
14109,5196,"1","144.20",4,5,5,"455","Champions"
15841,5196,"4","1224.06",4,2,2,"422","Potential Loyalist"
13321,5196,"2","567.36",4,3,3,"433","Loyal Customers"
18265,5196,"2","801.51",4,4,3,"443","Loyal Customers"
17513,5196,"1","513.20",4,4,3,"443","Loyal Customers"
14609,5196,"4","601.56",4,2,3,"423","Potential Loyalist"
17370,5196,"4","446.18",4,2,4,"424","Potential Loyalist"
16909,5196,"1","379.14",4,4,4,"444","Champions"
16281,5196,"1","2062.06",4,4,1,"441","Lost Customers"
17950,5196,"3","482.20",4,3,4,"434","Loyal Customers"
14947,5196,"2","290.82",4,3,4,"434","Loyal Customers"
16681,5196,"6","1770.34",4,1,2,"412","Potential Loyalist"
16182,5196,"4","6617.65",4,2,1,"421","Potential Loyalist"
15036,5196,"3","465.55",4,3,4,"434","Loyal Customers"
15348,5196,"1","158.04",4,5,5,"455","Champions"
17783,5196,"2","283.47",4,3,4,"434","Loyal Customers"
13061,5196,"1","248.61",4,5,4,"454","Champions"
13515,5196,"4","891.12",4,2,3,"423","Potential Loyalist"
18242,5196,"4","2232.49",4,2,1,"421","Potential Loyalist"
13901,5196,"5","2867.20",4,2,1,"421","Potential Loyalist"
16690,5196,"2","225.58",4,3,5,"435","Loyal Customers"
13505,5196,"4","3633.63",4,2,1,"421","Potential Loyalist"
13397,5196,"5","1544.13",4,2,2,"422","Potential Loyalist"
14818,5197,"3","657.80",4,3,3,"433","Loyal Customers"
14101,5197,"6","5976.79",4,1,1,"411","Potential Loyalist"
14272,5197,"2","437.96",4,3,4,"434","Loyal Customers"
12455,5197,"5","2339.86",4,2,1,"421","Potential Loyalist"
16266,5197,"7","861.89",4,1,3,"413","Potential Loyalist"
16181,5197,"1","305.54",4,5,4,"454","Champions"
18278,5197,"1","173.90",4,5,5,"455","Champions"
13016,5197,"3","789.89",4,3,3,"433","Loyal Customers"
17591,5197,"7","2225.97",4,1,1,"411","Potential Loyalist"
17656,5197,"5","1674.69",4,2,2,"422","Potential Loyalist"
12987,5197,"2","558.70",4,3,3,"433","Loyal Customers"
16629,5197,"2","417.73",4,3,4,"434","Loyal Customers"
16462,5197,"3","136.00",4,2,5,"425","Potential Loyalist"
13514,5197,"1","152.20",4,5,5,"455","Champions"
13035,5197,"2","921.88",4,4,3,"443","Loyal Customers"
